timestamp_hour,prev_pip,previous 9 number,prev 8 pip change,prev9 prices,pips_output
7,-1,"[5, 7, 5, 7, 5, 5, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, -1, 1]","[1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18625, 1.1862, 1.18615, 1.1862]",-1
12,1,"[1, 5, 3, 5, 3, 5, 5, 7, 5]","[-1, 0, -1, 1, -1, -1, 0, 1]","[1.1907, 1.19065, 1.1906, 1.19055, 1.1906, 1.19055, 1.1905, 1.19045, 1.19055]",3
12,1,"[5, 5, 7, 7, 7, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, 0, 0]","[1.19055, 1.1905, 1.19045, 1.1904, 1.19045, 1.1904, 1.1905, 1.19045, 1.1905]",2
13,-2,"[5, 3, 5, 3, 5, 5, 5, 7, 5]","[1, 0, 0, -1, 0, -1, 0, 0]","[1.19165, 1.1917, 1.19175, 1.1917, 1.19165, 1.1916, 1.19155, 1.1915, 1.19155]",0
13,2,"[9, 7, 9, 7, 9, 7, 5, 7, 5]","[1, -1, 1, -1, 1, 0, 0, 0]","[1.19145, 1.1915, 1.19145, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155]",-1
16,-1,"[4, 3, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, -1, 1]","[1.188, 1.18795, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879]",1
19,-1,"[8, 3, 3, 7, 5, 7, 5, 7, 5]","[0, -1, 0, 0, 0, 85, -85, 0]","[1.1885, 1.18845, 1.1884, 1.18835, 1.1883, 1.18835, 1.1968, 1.18835, 1.1883]",0
6,-1,"[3, 5, 3, 5, 3, 5, 5, 7, 5]","[-1, 1, 0, 0, -1, -1, 0, 0]","[1.1906, 1.19055, 1.1906, 1.19065, 1.1906, 1.19055, 1.1905, 1.19045, 1.1905]",-1
10,1,"[5, 5, 5, 7, 5, 7, 5, 7, 5]","[1, -1, 0, 0, 0, 0, 0, 0]","[1.19155, 1.1916, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",-1
11,1,"[9, 7, 9, 7, 9, 7, 5, 7, 5]","[1, -1, 1, -1, 1, 0, 0, 0]","[1.19145, 1.1915, 1.19145, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155]",-1
11,2,"[9, 7, 9, 7, 5, 7, 5, 7, 5]","[1, -1, 1, 0, 0, 0, 0, 0]","[1.19145, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",1
11,2,"[7, 7, 7, 7, 5, 5, 5, 7, 5]","[1, -1, 1, 0, 1, -1, 0, 0]","[1.1904, 1.19045, 1.1904, 1.19045, 1.1905, 1.19055, 1.1905, 1.19045, 1.1905]",2
12,17,"[5, 2, 7, 2, 9, 7, 5, 7, 5]","[-1, 1, -1, 0, 1, 0, 0, 0]","[1.1931, 1.19305, 1.19315, 1.19305, 1.193, 1.19315, 1.1931, 1.19315, 1.1931]",7
12,19,"[6, 1, 7, 5, 7, 1, 5, 7, 5]","[-1, -1, 0, 0, 1, -1, 0, 0]","[1.1933, 1.1932, 1.19315, 1.1931, 1.19315, 1.1932, 1.1931, 1.19315, 1.1931]",7
12,-6,"[8, 3, 8, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, -1, 1]","[1.1929, 1.19285, 1.1929, 1.19285, 1.1928, 1.19275, 1.1927, 1.19265, 1.1927]",-1
12,-6,"[8, 3, 3, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 0, -1, 1, -1, 1]","[1.1929, 1.19285, 1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-1
12,-6,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, -1, 1]","[1.1928, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-1
12,-6,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-1
12,3,"[9, 4, 9, 9, 7, 7, 5, 7, 5]","[0, 0, 1, 1, 0, 1, -1, 1]","[1.1925, 1.19245, 1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927]",0
12,3,"[9, 9, 7, 7, 5, 7, 5, 7, 5]","[1, 1, 0, 1, -1, 1, 0, 0]","[1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",0
12,3,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, 0, 0, 0, 0]","[1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",0
12,3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",0
12,3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",1
12,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",5
12,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, 0, 0]","[1.1927, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",6
12,-1,"[5, 7, 7, 9, 9, 7, 5, 7, 5]","[-1, 0, -1, -1, 2, 1, -1, 1]","[1.1927, 1.19265, 1.1926, 1.19255, 1.1925, 1.1926, 1.1927, 1.19265, 1.1927]",6
12,-3,"[8, 9, 2, 5, 7, 2, 5, 7, 5]","[1, 0, 1, 0, -1, 1, 0, 0]","[1.19295, 1.193, 1.19305, 1.1931, 1.19315, 1.19305, 1.1931, 1.19315, 1.1931]",0
12,-3,"[5, 7, 5, 7, 1, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 0, 0, 0]","[1.1931, 1.19315, 1.1931, 1.19315, 1.1932, 1.19315, 1.1931, 1.19315, 1.1931]",0
12,2,"[1, 3, 7, 5, 7, 1, 5, 7, 5]","[0, -1, 0, 0, 1, -1, 0, 0]","[1.1932, 1.19325, 1.19315, 1.1931, 1.19315, 1.1932, 1.1931, 1.19315, 1.1931]",2
13,6,"[5, 9, 5, 9, 5, 9, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1973, 1.19725, 1.1973, 1.19725, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",1
13,6,"[5, 9, 9, 9, 5, 9, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, 0, 0]","[1.1973, 1.19725, 1.1972, 1.19725, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",0
13,7,"[5, 9, 5, 7, 5, 9, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, 0, 0]","[1.1973, 1.19725, 1.1973, 1.19735, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",-1
13,1,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 0, 0, 0]","[1.1974, 1.19735, 1.1974, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",0
13,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1974, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",1
13,1,"[5, 9, 7, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.1973, 1.19725, 1.19735, 1.19725, 1.1973, 1.19735, 1.1973, 1.19735, 1.1973]",1
13,-1,"[3, 3, 3, 7, 5, 9, 5, 7, 5]","[0, 0, -1, 0, -1, 1, 0, 0]","[1.1974, 1.19745, 1.1974, 1.19735, 1.1973, 1.19725, 1.1973, 1.19735, 1.1973]",0
13,28,"[5, 7, 5, 7, 3, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 0, 0, 0]","[1.1973, 1.19735, 1.1973, 1.19735, 1.1974, 1.19735, 1.1973, 1.19735, 1.1973]",0
14,-1,"[5, 7, 5, 7, 7, 7, 5, 7, 5]","[0, 0, -1, 0, 0, 1, -1, 1]","[1.1927, 1.19275, 1.1927, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927]",-1
14,1,"[7, 9, 7, 7, 7, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, -1, 1]","[1.1926, 1.19255, 1.1926, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927]",0
14,1,"[7, 7, 7, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 1, 0, 0]","[1.1926, 1.19265, 1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927]",0
14,1,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, 0, 0, 0, 0]","[1.1926, 1.19265, 1.1927, 1.19265, 1.1927, 1.19275, 1.1927, 1.19275, 1.1927]",0
14,1,"[7, 5, 7, 7, 5, 7, 5, 7, 5]","[0, -1, 1, 0, -1, 1, -1, 1]","[1.19275, 1.1927, 1.19265, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",0
14,4,"[4, 9, 9, 7, 5, 7, 5, 7, 5]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.19135, 1.1914, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",1
16,-1,"[9, 9, 7, 9, 7, 7, 5, 7, 5]","[1, 1, -1, 1, 0, 1, 0, 0]","[1.1925, 1.19255, 1.1926, 1.19255, 1.1926, 1.19265, 1.1927, 1.19275, 1.1927]",1
6,-3,"[8, 3, 8, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, 0, 0]","[1.1929, 1.19285, 1.1929, 1.19285, 1.1928, 1.19275, 1.1927, 1.19275, 1.1927]",0
6,-3,"[8, 3, 3, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 0, 0, 0, -1, 1]","[1.1929, 1.19285, 1.1928, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927]",0
6,-2,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 1, -1, 1]","[1.1928, 1.19275, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927, 1.19265, 1.1927]",-2
6,-1,"[7, 7, 5, 7, 3, 7, 5, 7, 5]","[0, 1, 0, 1, -1, 0, 0, 0]","[1.1926, 1.19265, 1.1927, 1.19275, 1.1928, 1.19275, 1.1927, 1.19275, 1.1927]",-1
12,1,"[9, 2, 9, 9, 9, 9, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, 0, 0]","[1.1972, 1.19715, 1.1972, 1.19725, 1.1972, 1.19725, 1.1973, 1.19735, 1.1973]",0
14,1,"[9, 2, 2, 2, 9, 9, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.1972, 1.19715, 1.1971, 1.19715, 1.1972, 1.19725, 1.1973, 1.19735, 1.1973]",1
16,1,"[1, 5, 5, 5, 5, 5, 5, 7, 5]","[0, 0, 0, 0, 0, 0, -1, 1]","[1.1985, 1.19845, 1.1984, 1.19845, 1.1984, 1.19845, 1.1984, 1.19835, 1.1984]",0
17,-1,"[4, 1, 6, 5, 6, 6, 5, 7, 5]","[-1, 0, -1, 85, -84, -1, 0, 0]","[1.1981, 1.19805, 1.198, 1.19795, 1.2064, 1.198, 1.19795, 1.1979, 1.19795]",0
18,1,"[9, 7, 5, 7, 5, 7, 5, 7, 5]","[1, 0, 0, 0, 0, 0, 0, 0]","[1.19785, 1.1979, 1.19795, 1.1979, 1.19795, 1.1979, 1.19795, 1.1979, 1.19795]",-2
7,-1,"[7, 7, 7, 7, 7, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 1]","[1.1983, 1.19835, 1.1983, 1.19835, 1.1983, 1.19835, 1.1984, 1.19835, 1.1984]",-1
11,-3,"[7, 5, 1, 7, 1, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 0, 0, 0]","[1.19315, 1.1931, 1.1932, 1.19315, 1.1932, 1.19315, 1.1931, 1.19315, 1.1931]",-1
11,-3,"[1, 7, 1, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 0, 0, 0]","[1.1932, 1.19315, 1.1932, 1.19315, 1.1931, 1.19315, 1.1931, 1.19315, 1.1931]",-1
11,-4,"[1, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1932, 1.19315, 1.1931, 1.19315, 1.1931, 1.19315, 1.1931, 1.19315, 1.1931]",0
11,2,"[9, 8, 8, 8, 9, 2, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.193, 1.19295, 1.1929, 1.19295, 1.193, 1.19305, 1.1931, 1.19315, 1.1931]",-1
11,1,"[8, 8, 9, 2, 5, 7, 5, 7, 5]","[0, 1, 0, 1, 0, 0, 0, 0]","[1.1929, 1.19295, 1.193, 1.19305, 1.1931, 1.19315, 1.1931, 1.19315, 1.1931]",0
11,-1,"[8, 3, 3, 3, 3, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 0, 0, 0]","[1.1929, 1.19285, 1.1928, 1.19285, 1.1928, 1.19275, 1.1927, 1.19275, 1.1927]",83
11,1,"[9, 9, 7, 7, 5, 7, 5, 7, 5]","[1, 1, 0, 1, 0, 0, -1, 1]","[1.1925, 1.19255, 1.1926, 1.19265, 1.1927, 1.19275, 1.1927, 1.19265, 1.1927]",0
11,1,"[5, 5, 7, 7, 7, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, 0, 0]","[1.19055, 1.1905, 1.19045, 1.1904, 1.19045, 1.1904, 1.1905, 1.19045, 1.1905]",1
12,1,"[5, 7, 5, 7, 9, 7, 5, 7, 5]","[0, 0, 0, -1, 1, 0, 0, 0]","[1.19155, 1.1915, 1.19155, 1.1915, 1.19145, 1.1915, 1.19155, 1.1915, 1.19155]",1
12,1,"[5, 5, 5, 7, 5, 7, 5, 7, 5]","[1, -1, 0, 0, 0, 0, 0, 0]","[1.19155, 1.1916, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155, 1.1915, 1.19155]",0
12,-3,"[8, 3, 3, 7, 5, 9, 5, 7, 5]","[0, -1, 0, 0, -1, 1, 0, 0]","[1.1885, 1.18845, 1.1884, 1.18835, 1.1883, 1.18825, 1.1883, 1.18835, 1.1883]",0
12,-3,"[3, 7, 5, 9, 5, 7, 5, 7, 5]","[0, 0, -1, 1, 0, 0, 0, 0]","[1.1884, 1.18835, 1.1883, 1.18825, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",0
12,-3,"[5, 9, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1883, 1.18825, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",0
12,-1,"[5, 7, 3, 3, 3, 7, 5, 7, 5]","[0, 0, 1, -1, 0, 0, 0, 0]","[1.1883, 1.18835, 1.1884, 1.18845, 1.1884, 1.18835, 1.1883, 1.18835, 1.1883]",0
12,-1,"[5, 7, 3, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1883, 1.18835, 1.1884, 1.18835, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",1
12,-1,"[5, 9, 5, 7, 5, 9, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, 0, 0]","[1.1883, 1.18825, 1.1883, 1.18835, 1.1883, 1.18825, 1.1883, 1.18835, 1.1883]",1
12,-2,"[5, 3, 5, 3, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, -1, 1]","[1.1879, 1.18795, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879]",1
12,1,"[9, 7, 9, 7, 5, 3, 5, 7, 5]","[0, 0, 0, 1, 0, 0, -1, 1]","[1.1878, 1.18785, 1.1878, 1.18785, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879]",-1
12,-1,"[9, 7, 5, 7, 5, 3, 5, 7, 5]","[0, 1, -1, 1, 0, 0, -1, 1]","[1.1878, 1.18785, 1.1879, 1.18785, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879]",-1
13,1,"[2, 9, 2, 9, 9, 7, 5, 7, 5]","[0, 0, 0, 1, 0, 1, -1, 1]","[1.1877, 1.18775, 1.1877, 1.18775, 1.1878, 1.18785, 1.1879, 1.18785, 1.1879]",1
13,1,"[2, 9, 9, 7, 5, 7, 5, 7, 5]","[0, 1, 0, 1, -1, 1, -1, 1]","[1.1877, 1.18775, 1.1878, 1.18785, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879]",1
13,-1,"[2, 5, 5, 7, 7, 7, 5, 7, 5]","[-84, 0, -1, 0, 0, 1, -1, 1]","[1.1946, 1.18625, 1.1862, 1.18615, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",0
13,-1,"[5, 7, 7, 7, 7, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 1, -1, 1]","[1.1862, 1.18615, 1.1861, 1.18615, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",0
13,-1,"[1, 5, 1, 5, 1, 5, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, -1, 1]","[1.1863, 1.18625, 1.1863, 1.18625, 1.1863, 1.18625, 1.1862, 1.18615, 1.1862]",-1
13,-1,"[3, 5, 5, 5, 5, 5, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, -1, 1]","[1.18635, 1.18625, 1.1862, 1.18625, 1.1862, 1.18625, 1.1862, 1.18615, 1.1862]",0
13,-2,"[5, 5, 5, 5, 5, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 1, -1, 1]","[1.1862, 1.18625, 1.1862, 1.18625, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,-2,"[5, 5, 5, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 1, -1, 1]","[1.1862, 1.18625, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862, 1.18615, 1.1862]",-1
13,1,"[5, 9, 5, 9, 5, 9, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1851, 1.18505, 1.1851, 1.18505, 1.1851, 1.18505, 1.1851, 1.18515, 1.1851]",0
13,-1,"[5, 7, 5, 9, 5, 7, 5, 7, 5]","[0, 0, -1, 1, 0, 0, 0, 0]","[1.1851, 1.18515, 1.1851, 1.18505, 1.1851, 1.18515, 1.1851, 1.18515, 1.1851]",2
14,-1,"[8, 3, 3, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 0, 0, 0, 0, 0]","[1.1874, 1.18735, 1.1873, 1.18725, 1.1872, 1.18725, 1.1872, 1.18725, 1.1872]",2
14,1,"[5, 7, 5, 7, 9, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 1, -1, 1]","[1.1879, 1.18785, 1.1879, 1.18785, 1.1878, 1.18785, 1.1879, 1.18785, 1.1879]",0
16,-1,"[5, 7, 3, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1883, 1.18835, 1.1884, 1.18835, 1.1883, 1.18835, 1.1883, 1.18835, 1.1883]",1
18,1,"[9, 7, 9, 9, 9, 7, 5, 7, 5]","[0, 0, -1, 1, 0, 1, -1, 1]","[1.1878, 1.18785, 1.1878, 1.18775, 1.1878, 1.18785, 1.1879, 1.18785, 1.1879]",-1
18,-1,"[5, 7, 5, 3, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, -1, 1]","[1.1879, 1.18785, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879]",0
7,-1,"[4, 3, 5, 3, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 1, -1, 1]","[1.188, 1.18795, 1.1879, 1.18795, 1.1879, 1.18785, 1.1879, 1.18785, 1.1879]",2
8,1,"[9, 2, 9, 2, 7, 7, 5, 7, 5]","[0, 0, 0, 1, 0, 1, -1, 1]","[1.186, 1.18605, 1.186, 1.18605, 1.1861, 1.18615, 1.1862, 1.18615, 1.1862]",0
9,-1,"[7, 2, 2, 2, 7, 9, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.1856, 1.18555, 1.1855, 1.18555, 1.1856, 1.18565, 1.1857, 1.18575, 1.1857]",1
9,-5,"[1, 3, 1, 3, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, 0, 0]","[1.1842, 1.18415, 1.1842, 1.18415, 1.1841, 1.18405, 1.184, 1.18405, 1.184]",-1
9,-6,"[1, 3, 3, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 0, 0, 0, 0, 0]","[1.1842, 1.18415, 1.1841, 1.18405, 1.184, 1.18405, 1.184, 1.18405, 1.184]",0
9,-6,"[5, 8, 5, 8, 5, 8, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",-1
9,-2,"[5, 8, 6, 8, 5, 8, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, 0, 0]","[1.184, 1.18395, 1.1839, 1.18395, 1.184, 1.18395, 1.184, 1.18405, 1.184]",-2
10,2,"[7, 2, 7, 7, 7, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 1, -1, 1]","[1.1825, 1.18245, 1.1825, 1.18255, 1.1825, 1.18255, 1.1826, 1.18255, 1.1826]",1
10,-1,"[7, 7, 7, 7, 7, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 1]","[1.1814, 1.18145, 1.1814, 1.18145, 1.1814, 1.18145, 1.1815, 1.18145, 1.1815]",1
10,1,"[7, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 1, -1, 1]","[1.1814, 1.18145, 1.1815, 1.18145, 1.1815, 1.18145, 1.1815, 1.18145, 1.1815]",0
12,84,"[9, 7, 1, 7, 5, 7, 5, 7, 5]","[-85, 1, -1, 0, 0, 0, 0, 0]","[1.1878, 1.17935, 1.1794, 1.17935, 1.1793, 1.17935, 1.1793, 1.17935, 1.1793]",-84
12,-1,"[5, 9, 7, 9, 5, 9, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, 0, 0]","[1.1793, 1.17925, 1.1792, 1.17925, 1.1793, 1.17925, 1.1793, 1.17935, 1.1793]",1
12,1,"[5, 9, 5, 9, 5, 9, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1793, 1.17925, 1.1793, 1.17925, 1.1793, 1.17925, 1.1793, 1.17935, 1.1793]",-1
13,4,"[5, 7, 5, 7, 7, 7, 5, 7, 5]","[0, 0, 0, -1, 1, 0, 0, 0]","[1.1826, 1.18265, 1.1826, 1.18265, 1.18255, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,4,"[7, 5, 7, 5, 7, 3, 5, 7, 5]","[0, 0, 0, 0, 1, -1, -1, 1]","[1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1827, 1.1826, 1.18255, 1.1826]",0
13,4,"[7, 5, 7, 3, 5, 7, 5, 7, 5]","[0, 0, 1, -1, -1, 1, 0, 0]","[1.18265, 1.1826, 1.18265, 1.1827, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826]",0
13,4,"[7, 3, 5, 7, 5, 7, 5, 7, 5]","[1, -1, -1, 1, 0, 0, 0, 0]","[1.18265, 1.1827, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,4,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,88,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",-84
13,4,"[7, 5, 7, 5, 7, 5, 5, 7, 5]","[0, 0, 0, 0, 0, 84, -84, 0]","[1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.19105, 1.18265, 1.1826]",0
13,4,"[7, 5, 7, 5, 5, 7, 5, 7, 5]","[0, 0, 0, 84, -84, 0, 0, 0]","[1.18265, 1.1826, 1.18265, 1.1826, 1.19105, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,4,"[7, 5, 5, 7, 5, 7, 5, 7, 5]","[0, 84, -84, 0, 0, 0, 0, 0]","[1.18265, 1.1826, 1.19105, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,3,"[3, 3, 3, 7, 3, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 0, -1, 1]","[1.1827, 1.18275, 1.1827, 1.18265, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826]",0
13,-2,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 0]","[1.1827, 1.18265, 1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826]",1
13,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, 0, 0, 0, 0]","[1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",0
13,-2,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 1, -1, 1]","[1.1827, 1.18265, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",0
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, -1, 1]","[1.1826, 1.18255, 1.1826, 1.18265, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 1, -1, 1]","[1.1826, 1.18265, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826, 1.18255, 1.1826]",1
13,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1827, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826, 1.18265, 1.1826]",-1
